   1      -0.4105
   2      -0.4105
   3      -0.4105
   4      -0.4105
   5      -0.4105
   6      -0.4105
   7      -0.4105
   8      -0.4105
   9       0.2729
  10       0.2729
  11       0.2729
  12       0.2729
  13      -0.6563
  14      -0.6563
  15      -0.6563
  16      -0.6563
  17      -0.5534
  18      -0.5534
  19      -0.5534
  20      -0.5534
