   1      -0.6016
   2      -0.6016
   3       0.0209
   4       0.0209
   5      -0.6016
   6      -0.6016
   7       0.0209
   8       0.0209
   9      -0.2815
  10      -0.2815
  11       0.0103
  12       0.0103
  13       0.0103
  14      -0.2815
  15       0.0103
  16      -0.2815
  17      -1.1173
  18       0.2616
  19       0.2616
  20      -1.1173
